wójt	commune head	Npl: wójtowie
Londyn	London	Gsg: -u<br />adj: londyński
kasztan	chestnut (tree or nut)	Gsg: -a
ustawodawstwo, prawodawstwo, legislacja	legislation	
przeszczep	transplant	Gsg: -u<br />przeszczep kostny/skórny bone/skin graft<br />Jego organizm odrzucił przeszczep - His body rejected the transplant
uczczenie	celebrating; celebration	
przeprowadzać, przeprowadzić	to take, to carry out, to conduct	-am -asz, -dzę -dzisz<br />przeprowadzać kogoś przez ulicę - to help somebody across the street
spragniony	thirsty, parched; eager	"Much stronger than thirsty<br />For ""I'm thirsty"" people would normally say ""Chcę mi się pić"""
unikać, uniknąć	to avoid, to elude, to escape	-am -asz, -knę -kniesz<br />unikać + genitive<br>unikać czyjegoś wzroku - to avoid somebody's eyes<br />unikać czegoś jak ognia - to avoid something like the plague<br />unikać odpowiedzi na pytanie - to avoid answering a question
teoria	theory	Gsg: -ii
postępować, postąpić	to act, to behave; to treat; to advance, to progress; to walk, to proceed	-puję -pujesz, -pię -pisz
tłoczny	crowded, packed (e.g. tram); busy (street)	<br />
przedsionek	vestibule	Gsg: przedsionka
były (b.)	former, ex	były prezydent - former president<br />były Związek Radziecki - the former Soviet Union
torować drogę, utorować drogę	to pave the way, to clear the way	-ruję -rujesz<br />torować komuś drogę - to pave the way for somebody<br />torować sobie drogę - to elbow one's way
regularny (regularniejszy, najregularniejszy)	regular (more regular, the most regular)	
święcić	to celebrate, to commemorate; to consecrate, to bless (vi)	-cę -cisz, święć<br />święcić czyjąś pamięć - to commemorate somebody<br />święcić sukces - to score a success<br />
podpalać, podpalić	to set on fire	-am -asz, -lę -lisz
maskować, zamaskować	to mask, to disguise	-kuję -kujesz<br />maskować się - to disguise oneself
kumpel	mate, pal (colloq.)	Gsg: kumpla
frustrujący	frustrating	
Waszyngton	Washington	Gsg: -u<br>adj: waszyngtoński
zaprzestawać, zaprzestać	to cease, to stop	zaprzestaję -stajesz, zaprzestanę -niesz zaprzestań
gwałciciel	rapist	
naciągać, naciągnąć	to tighten; to stretch; to pull (blanket), to pull on (gloves); to strain (muscle)	-am -asz, -nę -niesz
wlec się	to drag, to trail; to lag behind; to drag on (vi)	wlokę wleczesz wlókł wlokła wlekli
legitymacja	identity card; membership card; student card	legitymacja członkowska - membership card<br />legitymacja studencka - student card
powołany	qualified, competent; called up	
wypadek	accident, incident; event, occurrence	Gsg: -u<br />wypadek drogowy/samochodowy - car/road accident<br />wypadek przy pracy - accident at work<br />nagły wypadek - emergency<br />na wypadek (+ genitive) - in case of...<br />w nagłym wypadku<br />w najlepszym/najgorszym wypadku - at best/worst<br />w przeciwnym wypadku - otherwise
podejrzenie	suspicion	wzbudzać podejrzenia - to arouse suspicion<br />poza podejrzeniami - above suspicions
poparcie	suport, backing	
sztywny (sztywniejszy, najsztywniejszy)	stiff, rigid; fixed (about prices)	
wybijać, wybić	to break (e.g. glass); to knock out; to coin, to mint; to strike (clock)	-am -asz, -biję -jesz
nierdzewny	stainless	stal nierdzewny - stainless steel
wypoczynek	holidays, rest	Gsg: wypoczynku<br />aktywny wypoczynek - active leisure
prymas	primate (rel.)	Npl: prymasi
cień	shade, shadow	Gsg: cienia
wprowadzać, wprowadzić	to bring in, to lead in, to drive in; to introduce; to enter (on computer)	-am -asz, -dzę -dzisz<br />wprowadzać kogoś w błąd - to misinform/mislead somebody<br />wprowadzać produkt na rynek - to launch a product
wysiadywać, wysiedzieć	to sit out	-duję -dujesz, -dzę -dzisz<br>nie móc wysiedzieć w domu - to be too restless to stay at home
zwisać, zwisnąć	to hang down, to overhang, to droop	-am -asz, -snę -śniesz
magister (mgr)	master's degree holder	Npl: magistrowie
wrażenie	impression	
koral	coral; bead	Gsg: -a<br />korale - necklace
ustanawiać, ustanowić	to set (e.g. record), to set up, to institute, to establish	-iam -iasz, -wię -wisz
myślnik	dash, hyphen	
potrafiący	capable	
Chile	Chile	
obronny	defensive	
pszczoła	bee	
latarnia uliczna	street lamp	Gsg: -i
borykać się	to grapple, to struggle (with) (vi)	-am -asz<br />borykać się z (+ instrumental) - to grapple with...
zachęcać, zachęcić	to encourage	-am -asz, -cę -cisz zachęć<br />zachęcać kogoś [do czegoś] / [do zrobienia czegoś] -<br />to encourage somebody [to something] / [to do something]
miarodajny	reliable; authoritative	
recepta	prescription (medical); recipe (cooking)	tylko na receptę - by prescription only<br />lek bez recepty - non-prescription drug, over the counter drug
żelazko	iron (for clothes)	
odszukiwać, odszukać	to seek out, to find	-kuję -kujesz, -am -asz
misjonarz, misjonarka	missionary (person)	
jezdnia	roadway, pavement	Gsg: -i
odważać się, odważyć się	to dare; to risk	-am -asz, -żę -żysz<br />odważać się na (+ accusative) - to dare to do...<br />Nikt nie odważył się zapytać - Nobody dared to ask
ekskluzywny	exclusive (luxurious)	
uroczysty	ceremonial, festive; solemn, formal	uroczyste przyjęcie - gala<br />uroczysty dzień - festive day<br />uroczysta msza św. - High Mass<br />uroczyste przyrzeczenie - solemn vow<br />uroczysty nastrój - solemn atmosphere
kołysanka	lullaby	
zgrany	close-knit, well-oiled (team)	
lampart	leopard	
nastawiony	inclined, disposed, oriented (towards)	nastawiony na (+ accusative) - to be inclined/disposed towards...<br />być nastawionym pozytywnie - to have a positive attitude<br />nastawiony na zysk - profit-oriented
przyzwyczajony	accustomed	przyzwyczajony do (+ genitive) - accustomed to...
sznur	line, cord, rope, string	Gsg: -a
dźgać, dźgnąć	to prod, to jab, to stab	-am -asz, -nę -niesz<br>dźgać (+ instrumental) - to prod/jab/stab with...
dotacja	subsidy	
kardynał (kard.)	cardinal (in church)	Npl: kardynałowie
szopa	shop, shed; mop of hair	
podsumowywać, podsumować	to sum up, to add up	-wuję -wujesz, -muje -mujesz
ogrywać, ograć	to outplay, to beat	-am -asz, -am -asz
powołanie	calling, vocation	
jeż	hedgehog	
polegać	to rely (upon), to count (upon), to depend (on); to consist (vi)	-am -asz<br />polegać na kimś/czymś (locative) - to rely upon someone/something<br />polegać na (+ locative) - to consist of<br />To polega na tym, że... - It consists in...<br />Gra polega na zbieraniu jak największej liczby punktów - The game is about collecting as many points as possible
ślad	trace, trail, mark	Gsg: -u<br />ślad stopy - footprint<br />zniknąć bez śladu - to disappear without a trace<br />ani śladu (+ genitive) - no trace of...<br />iść śladem (+ genitive) - to follow...
bractwo	brotherhood, fraternity	
cenić	to price, to value (vi)	-nię -nisz
odłożony	delayed, postponed; earmarked	
rozbawiony	amused	rozbawiony (+ instrumental) - to be amused by...
widownia	audience	Gsg: -i
rządzić	to govern, to rule, to be in power, to run (vi)	-dzę -dzisz rządź<br>Kto tu rządzi? - Who's in charge?
sowa	owl	
kąsek	bite, morsel	Gsg: kąska
drób	poultry	Gsg: drobiu
zawisły	dependent	
prawosławny	Eastern Orthodox	
przyprowadzać, przyprowadzić	to bring (along) (person or animal)	-am -asz, -dzę -dzisz<br />przyprowadzać kogoś ze sobą - to bring somebody along<br />przyprowadzać kogoś do domu - to bring somebody home
głosność	loudness, volume	zwiększyć/zmniejszyć głosność - to turn up/down the volume
wnuki	grandchildren	
recenzja	review, critique	
korba	crank, wind	
parada, defilada, pochód	parade, procession	Gsg of pochód: pochodu
Niemiec, Niemka	German (person)	Npl of Niemiec: Niemcy
podjeżdżać, podjechać	to go closer (by vehicle); to go up	podjeżdżać do (+ genitive) - to go to...<br />podjeżdżać pod górę - to go/drive uphill
gwarantować, zagwarantować	to guarantee, to warrant, to vouch for	-tuję -tujesz
pokojówka	maid	
zarzucać, zarzucić	to throw (over), to cast; to give up, to abandon; to accuse, to reproach	-am -asz, -cę -cisz<br />zarzucać komuś coś - to accuse somebody of something<br />zarzucać komuś ręce na szyję - to put one's arms around someone's neck<br />zarzucać coś na ramię - to shoulder something<br />zarzucać płaszcz - to throw on a coat<br />zarzucać kogoś pytaniami - to bombard somebody with questions
Chorwacja	Croatia	
uśmierzać, uśmierzyć	to relieve, to soothe, to alleviate	-am -asz, -rzę -rzysz<br />uśmierzać ból - to relieve pain
płatnik	payer	płatnik podatku - taxpayer
samica	female (of species)	
granica	border, boundary	Jadę za granicę (accusative) - I will go abroad<br />Jestem za granicą (instrumental) - I'm abroad
gęstość	thickness, solidity; density	gęstość zaludnienia - density of population
naleśnik	pancake	Gsg: -a
przyrodni brat	stepbrother, half-brother	
wyłaniać się, wyłonić się	to appear, to loom into view; to arise, to emerge	-iam -iasz, -nię -nisz
sprawdzian	test, quiz	Gsg: -u
twardziel, twardzielka	tough guy, tough girl	
przydawać się, przydać się	to come in useful, to come in handy, to be of use	-daję -dajesz, -dam -dasz -dadzą<br />Do czego to się przyda - What's the use of it?
bilard	billiards	Gsg: -u
resztka	remnant, leftovers, remains	resztka sera - leftover cheese<br>resztki sił - remaining strength<br>resztki jedzenia - leftovers
zając	hare	"Npl: zające, Gpl: <span style=""font-weight:600; font-style:italic;"">zajęcy</span>, Dpl: zającom"
kolorowy	colour, coloured	
podkładka	mat, pad	podkładka pod myszkę - mouse mat, mouse pad
porucznik (por.)	lieutenant	Npl: porucznicy
uparty	stubborn, obstinate	
węgiel	coal, carbon; charcoal	Gsg: węgla<br>węgiel kamienny - hard coal<br>węgiel brunatny - brown coal<br>węgial drzewny - charcoal
slipy	underpants (short, for men)	plural, Gpl: slipów
smukły	slender, graceful	
potęgować, spotęgować	to intensify, to heighten, to magnify	-guję -gujesz
przysypywać, przysypać	to fill up, to fill in; to bury	"-puję -pujesz, -am -asz<br>Mężczyzna został przysypany gruzami - A man was buried in rubble<br><span style="" font-style:italic;""></span>"
dopełniacz	genitive (grammar)	Gsg: -a
błogosławieństwo	blessing, benediction	
pisywać	to write (vf)	-suję -sujesz
dyspensa	dispensation	dyspensa od (+ genitive) - dispensation from...
tlen	oxygen	Gsg: -u
pszenny	wheat (adj)	
powstaniec	insurgent	Npl: powstańcy
przewozić, przewieźć	to transport	przewożę -zisz przewóz, przewiozę -wieziesz -wieź -wiózł -wiozła -wieźli<br />przewozić przez rzekę - to ferry across the river
banał	banality	Gsg: -u
przywoływać, przywołać	to call, to summon	-łuję -łujesz, -am -asz
Austriak, Austriaczka	Austrian (person)	Npl of Austriak: Austriacy
kangur	kangaroo	
nalepka, naklejka	sticker, label	
przecinek	comma	Gsg: przecinka
cywilizacja	civilization	
zmienna	variable	
słony	salt, salty, saline (adj)	"Nominative masc pers pl: słoni<br>słona woda - salt water<br />in some situations ""solny"" is used instead"
rozpatrywać, rozpatrzyć	to consider	-ruję -rujesz, -rzę -rzysz<br />Prośba została rozpatrzona pozytywnie - The request has been accepted<br />rozpatrzyć podanie negatywnie - to turn down an application<br />ponownie rozpatrzyć - to reconsider
wizerunek	image, picture, effigy	Gsg: wizerunku<br />wizerunek firmy - corporate image
natarcie	assault, attack, charge, onslaught, offensive	
relacja	report; relationship; line	zdać relację z (+ genitive) - to report<br />pociąg relacji Warszawa -- Berlin - The Warsaw to Berlin train
pluć, plunąć	to spit, to cough up	pluję plujesz, -nę -niesz<br />plunąć na (+ accussative) - to spit on...
umywalka	washstand	
austriacki	Austrian (attr)	
gmina	commune, municipality (in Poland)	the smallest administrative unit in Poland
zwiększać, zwiększyć	to increase, to enlarge	-am -asz, -szę -szysz
wstawiennictwo	intercession	za czyimś wstawiennictwem - through somebody's intercession<br />wstawiennictwo świętych - intercession of (the) saints
leśny	forest, wood (adj)	
tęgi (tęższy, najtęższy)	stout, sturdy (stouter, stoutest)	
przyciągać, przyciągnąć	to pull closer, to attract	-am -asz, -nę -niesz<br />przyciągać czyjąś uwagę - to attract somebody's attention
trąbić, zatrąbić	to blow the trumpet; to honk, to hoot (horn)	-bię -bisz<br />trąbić na alarm - to sound the alarm<br />trąbić na wszystkie strony o (+ locative) - to shout from the rooftops about...
trzmiel	bumblebee	
krzyk	scream, shriek, cry	Gsg: -u<br>To ostatni krzyk mody - It's all the rage now<br>i po krzyku - it's all over
pościg	pursuit, chase	Gsg: -u<br />pościg za kimś/czymś (instrumental) - pursuit of somebody/something<br />pościg za zbrodniarzem - hue and cry (literally, pursuit of a criminal)
bęben	drum	Gsg: bębna
literówka	typo	
pręga	streak, weal, welt	w pręgi - striped
wtórny	secondary; derivative	rynek wtórny - the secondary market<br>surowce wtórne - recyclable materials, reyclables<br>wtórny analfabetyzm - loss of literacy
smak	taste, flavour (about food)	"Gsg: -u<br />for taste in e.g. clothes, see ""gust"""
storczyk, orchidea	orchid	Gsg of storczyk: -a
ogrodzenie	fence, enclosure	
cofać się, cofnąć się	to move back, to reverse, to withdraw, to retreat	-am -asz, -nę -niesz<br />cofnąć się w czasie - to go back in time<br />nie cofać się przed niczym - to stop at nothing
bratanica, siostrzenica	niece	bratanica = brother's daughter<br>siostrzenica = sister's daughter
badminton	badminton	Gsg: -a
trop	track, trail, scent	Gsg: -u
lek	drug, medicine	Gsg: -u<br />lek przeciwbólowy - painkiller<br>lek uspokający - tranquilizer<br>lek na raka - cure for cancer
panowanie	rule, reign; control; domination; prevalence	panowanie nad sobą - self-control
żegnać, pożegnać	to bid farewell (to), to say goodbye (to)	-am -asz
osobowość	personality, individuality	
mieszkaniec, mieszkanka	inhabitant, dweller	
oburzać się, oburzyć się	to be/become outraged, to be/become indignant	-am -asz<br />oburzać się na (+ accusative) - to be outraged at/about...
zablokowany	blocked	
świąteczny	Christmas, Easter, festive	okres świąteczny - Christmas-time<br />świąteczna kartka - Christmas card
hipnoza	hypnosis	
ujemny	negative, disadvantageous, unfavourable	liczba ujemna - negative number<br />ujemna strona - disadvantage
podwyższać, podwyższyć	to raise, to higher, to lift	-am -asz, -szę -szysz
rodzinny	family, home, native (adj)	
miażdżyć, zmiażdżyć	to crush, smash, squeeze	-żę -żysz
metropolia	metropolis	Gsg: -ii
pieczątka, pieczęć	seal, stamp	
mandat	ticket, fine; seat; mandate	Gsg: -u
uczepiać się, uczepić się	to cling (on/to), to stick (with)	-iam -iasz, -pię -piesz<br>uczepiać się/uczepić się czegoś (genitive) - to cling to something
wychowanek, wychowanka	foster child; alumnus	Npl of wychowanek: wychowankowie
pstrąg	trout	
sokół	falcon	Gsg: sokoła
kronika	chronicle, annals	
pasja	passion; rage, fury	lubić coś pasjami - to be passionately fond of something<br />doprawodzony do pasji - wild with rage
żelazo	iron	
seplenić	to lisp (vi)	-nię -nisz
drzemka	nap	
bruk	cobblestone paving	Gsg: -u<br>wyrzucić kogoś na bruk - to throw somebody out on the street
Argentyna	Argentina	
koło ratunkowe	lifebuoy	
dopuszczalny	acceptable, permissible, admissible	
tchórz	polecat; coward	
przygotowanie	preparation	
nuta	note (music)	nuty = score
piłka ręczna, szczypiorniak	handball	Gsg of szczypiorniak: -a<br />szczypiorniak = colloquial<br />mistrzostwa świata w piłce ręcznej - world championships in handball
wspomagać, wspomóc	to assist, to aid	-am -asz, -mogę -możesz -mógł -mogła wspomóż<br>wspomagać kogoś (accusative) - to aid somebody
Brazylijczyk, Brazylijka	Brazilian (person)	Npl of Brazylijczyk: Brazylijczycy
jaźń (f)	self, ego	
kłócić się, pokłócić się	to argue, to quarrel; to clash (about colours)	-cę -cisz<br />kłócić się o coś - to quarrel about something<br />Te kolory się kłócą - These colours clash
przybysz	newcomer, comer, new arrival	Npl: przybysze<br />przybysz z kosmosu - extraterrestrial being<br />przybysz z daleka - guest from afar
trzask	crack, slam, bang, snap; crackle 	z trzaskiem - with a bang
wzór	pattern, model, paragon; formula	Gsg: wzoru<br />na wzór/wzorem (+ genitive) - on the model of, after the fashion of<br />we wzory - patterned<br />brać kogoś za wzór - to follow somebody's example<br />
blady	pale, pallid	blady ze strachu - pale with fear<br />blady jak śmierć - as pale as death
chamstwo	boorish behaviour	
przesuwać, przesunąć	to move; to shift; to reschedule	-am -asz, -nę -niesz<br />przesuwać termin na późniejszy - to defer, to postpone
kraksa	crash, motor accident	
zbliżenie	approach, bringing together; close-up; intercourse	
prasa	the press (collectively), press (printing machine)	
kompletny	complete	z kompletnym wyposażeniem - fully equipped
meduza	jellyfish	
szlochać/łkać, zaszlochać/załkać	to sob	-am -asz / -am -asz<br />łkać = literary
beza	meringue	
ludobójca	perpetrator of genocide, mass murderer	Npl: ludobójcy
Kuba	Cuba	
królować	to rule, to reign (vi)	-luję -lujesz
masa	mass, bulk	masy - the masses (people)<br>masa (+ genitive) - loads of...
giąć	to bend (vi)	gnę gniesz giął gięła gnij
szewc	shoemaker	Npl: szewcy
kreda	chalk	
przepyszny	delicious, magnificent, sumptuous	"about food. Even stronger than ""delicious"""
grillować	to grill (vi)	-luję -lujesz
zaangażowanie	commitment, involvement	zaangażowanie w coś - involvement in/with something
baranek, jagnię	lamb	Npl of jagnię: jagnięta
negocjować, wynegocjować	to negotiate	-juję -jujesz<br />negocjować coś z kimś - to negotiate something with somebody
posada	job, post, position	wolna posada - vacancy<br />intratna posada - lucrative position
cygaro	cigar	
odcięty	cut off, amputated (adj)	
oficjalny	official, formal	
koszmar	nightmare	Gsg: -u
mrugać/puszczać oko, mrugnąć/puścić oko	to wink, to blink	-am -asz / -am -asz, mrugnę -niesz / puszczę -ścisz
bagatelizować, zbagatelizować	to make light of, to trivialize, to underrate	-zuję -zujesz
model	model; manequin	Gsg: -u
odwodzić, odwieść	to dissuade; to take aside	-dzę -dzisz, odwiodę odwiedziesz odwiedź odwiódł odwiodła odwiedli<br />odwodzić kogoś (accusative) od czegoś (genitive) - to dissuade somebody from something<br />odwodzić kogoś na stronę - to take somebody aside
deficyt	deficit; shortage, deficiency	Gsg: -u<br />deficyt (+ genitive) - shortage of...<br />deficyt budżetowy - budget deficit<br />
nieporozumienie	misunderstanding	
zadziałać	to start/take action/operation, to take effect; to come into effect (vp)	-am -asz<br />zadziałać na coś - to have an effect on something
Ocean Spokojny, Pacyfik	the Pacific (Ocean)	
oszustwo	fraud, deception	
uwięziony	trapped; stuck; imprisoned	
zaburzenia	disorders	plural<br />zaburzenia snu - sleep disorders<br />zaburzenia oddychania - breathing disorders<br>zaburzenia psychiczne - mental disorders
zmiennik, zmienniczka	substitute, replacement, alternate; relief driver	Npl of zmiennik: zmiennicy
odcisk	impression, imprint; footprint	Gsg: -u<br />odcisk palca - fingerprint<br />odcisk stopy - footprint
wywoływać, wywołać	to call; to bring out; to cause; to evoke	-łuję -łujesz, -am -asz
sposobność	occasion, opportunity	przy każdej sposobności - on every occasion
pigułka, pastylka	pill	pigułka antykoncepcyjna - contraceptive pill
sprawiedliwy	just, fair, deserved	
pogląd	view, opinion, outlook, idea	Gsg: -u<br />wymiana poglądów - exchange of opinions
woreczek	(small) bag	diminutive of worek<br>woreczek żółciowy - gall bladder
poszukiwany	sought after, wanted	
pociecha, pocieszenie	comfort, consolation	
odprawa	briefing; clearance; gratuity; rebuff	odprawa bagażu - luggage clearance<br />odprawa celna - customs clearance
wszczynać, wszcząć	to start, to initiate, to launch	-am -asz, wszcznę wszczniesz wszczął wszczęła<br />wszczynać się / wszcząć się (intransitive)<br />Śledztwo zostało wszczęte - An investigation was launched
odgrywać, odegrać	to play, to act; to win back (in cards)	-am -asz, -am -asz<br />odgrywać rolę - to act out a role
luz	room (free space); free time; ease (colloq.); clearance, play (technical)	Gsg: -u<br>na luzie - fancy-free, laid-back
gitara	guitar	grać na gitarze - to play the guitar<br>gitara basowa - bass guitar
uzmysławiać, uzmysłowić	to make aware	-iam -iasz, -wię -wisz<br />uzmysławiać sobie - to realize
spożycie	consumption	
krajobraz	landscape	Gsg: -u
palto	overcoat	
poddawać się, poddać się	to surrender, to give in, to give up; to undergo	poddaję -dajesz, poddam -dasz -dadzą<br />poddawać się (+ dative) - to surrender/give in to... / to undergo...<br />Nie poddawaj się! - Don't give up!<br />poddawać się operacji/zabiegowi - to undergo surgery
widmo	phantom, ghost, spectre; spectrum (physics)	
stwierdzenie	statement, assertion	
względny	relative; comparative	
oświetlenie	lighting, illumination	
niedowierzanie	disbelief, incredulity	z niedowierzaniem - with disbelief
wkład	contribution; deposit (in bank); refill, cartridge (for printer); input	Gsg: -u<br />wkład pracy - contribution of work<br />wkład do długopisu - ball pen refill
finanse	finance(s)	plural, Gpl: finansów
nalot	air raid; raid; layer, coating (thin); tarnish	Gsg: -u<br />nalot rdzy - film of rust
uroczy	charming, delightful	
niewolnik	slave	niewolnik nawyku - creature of habit<br />uczynić kogoś niewolnikiem - to enslave somebody<br />handlarz niewolnikami - slave trader
kropla	drop	kropla deszczu - raindrop<br />kropla w morzu - a drop in the ocean<br />kropla potu - bead of sweat<br />krople do oczu - eye drops<br />krople do nosa - nose drops<br />Są podobni jak dwie krople wody - They look like two peas in a pod
joga	yoga	
wolontariusz, wolontariuszka	voluntary worker, volunteer	Npl of wolontariusz: wolontariusze
regulować, wyregulować/uregulować	to regulate, to adjust; to settle (bill, debt...)	-luję -lujesz<br />regulować, uregulować - to settle (bill, debt...)<br />regulować, wyregulować - to adjust (e.g. settings on a device)
kopia	copy; lance	GDLsg: kopii<br />kopia kserograficzna - photocopy
narciarski	ski, skiing (adj)	biegi narciarskie - cross-country skiing<br />
uchodźca, uchodźczyni	refugee	Npl: uchodźcy<br />obóz dla uchodźców - refugee camp<br />uchodźca polityczny - political refugee
ulegać, ulec	to yield, to give in, to surrender; to succumb; to undergo	-am -asz, ulegnę -gniesz uległ<br />ulegać (+ dative) - to undergo something<br />ulegać naciskom - to give in to pressure<br />ulegać wpływom (+ genitive) - to be influnced by...<br />ulegać zmianom - to undergo changes<br />ulegać pokusie - to yield to temptation<br />nie ulega wątpliwości, że... - there is no doubt that...
klimat	climate	Gsg: -u
kostnica	morgue, mortuary	
idea	idea	GDLsg: idei
zapobiegać, zapobiec	to prevent, to avert	-am -asz, -biegnę -niesz zapobiegł zapobiegnij<br />zapobiegać czemuś (dative) - to prevent something<br />Jak zapobiec wyciekom danych - How to prevent data leaks
hipokryzja	hypocrisy	
wybuchać, wybuchnąć	to explode, to go off, to erupt; to break out (e.g. war, panic)	-am -asz, -nę -niesz wybuchł<br>wybuchać śmiechem - to burst out laughing<br>wybuchać płaczem - to burst into tears<br>wybuchać gniewem - to flare up in anger
wzmożony	intensified, increased	
szajka	gang, band, ring	
niezapomniany	unforgettable	
magia	magic (n)	Gsg: -ii
grabie	rake	plural, Gpl: grabi
puch	down (n)	Gsg: -u, singular only<br>kołdra z puchu - eiderdown<br>śnieżny puch - powder snow
Argentyńczyk, Argentynka	Argentinian (person)	Npl of Argentyńczyk: Argentyńczycy
borsuk	badger	
agencja	agency	
rozwieszać, rozwiesić	to hang out	-am -asz, -szę -sisz rozwieś
chorobliwy	morbid	
wykonany ręcznie	handmade	
szczędzić	to spare (effort, money, praise...) (vi)	-dzę -dzisz<br />nie szczędzić trudu - to spare no effort<br />nie szczędzić pieniędzy - to spare no money<br />nie szczędzić pochwał - to spare no praise
żywność	food, victuals	
uprzedzać, uprzedzić	to forestall, to anticipate; to warn, to forewarn	-am -asz, -dzę -dzisz<br />uprzedzać wypadki - to anticipate events<br />uprzedzać kogoś o czymś - to forewarn somebody about something<br />uprzedzać się - to become prejudiced against somebody
zakopywać, zakopać	to bury, to dig in	-puję -pujesz, -pię -piesz
Portugalia	Portugal	Gsg: -ii
zdołać	to manage (to do) (vp)	-am -asz
interpunkcja	punctuation	
dziób	beak, bill, bow (of ship), nose	Gsg: dzioba<br />Zamknij dziób! - Shut your face!
sekcja	section; autopsy (~ zwłok)	sekcja zwłok - autopsy
ukojenie	solace, consolation, relief, alleviation	
przerzucać się, przerzucić się	to switch over, to change; to spread (fire, tumour...)	-am -asz, -cę -cisz<br>przerzucać się na (+ accusative) - to spread to..., to switch over to...
wstawiać się, wstawić się	to stand up, to intercede; to get tipsy	-iam iasz, -wię -wisz<br />wstawiac się u kogoś za kimś - to intercede with somebody [for] / [on behalf of] someone<br>wstawiać się u kogoś o coś - to plead with somebody for something
wieść (vi)	to lead (vi)	wiodę wiedziesz wiódł wiodła wiedli wiedź<br />wieść spokojne życie - to lead a peaceful life<br />wieść spór z (+ instrumental) - to have a dispute with...
niepowodzenie	failure	
polityk	politician	
prywatyzacja	privatization	
parkować, zaparkować	to park	-kuję -kujesz
konkubina	cohabiting partner, common-law wife	
zalegać, zalec	to fall behind; to linger; to fall (silence)	-am -asz, -gnę -gniesz zaległ<br>zalegać z (+ instrumental) - to fall behind with...<br>zaległa cisza - silence fell<br>Wciąż zalega śnieg - Snow is still lying
boisko	sports field	boisko do piłki nożnej - football field<br>boisko do siatkówki - volleyball court
liczebnik	numeral (grammar)	Gsg: -a
premia	bonus	Gsg: -ii
burzyć, zburzyć	to demolish	-rzę -rzysz
cło	(customs) duty	Gsg: -a, gpl: ceł<br>wolny od cła - duty-free
wypoczęty	thoroughly rested	
uzależniony	addicted; contingent (on), dependent (on)	uzależniony od narkotyków - addicted to drugs<br />być uzależnionym od czegoś - to be dependent on something
zwalczać, zwalczyć	to combat, to fight off	-am -asz, -czę -czysz<br />zwalczać pożar - to fight a fire<br />zwalczać chorobę - to fight against a disease
garderoba	wardrobe (own clothes); dressing-room	
lekceważyć, zlekceważyć	to disregard, to show disrespect, to scorn	-żę -żysz<br />lekceważyć swoje obowiązki - to neglect one's duties<br />Nie lekceważ grypy! - Don't underestimate the flu!
łzawić	to water, to fill with tears	-wię -wisz<br>Moje oczy łzawią - My eyes are watering
maź (f)	sludge, grease, gunk	
założyciel, założycielka	founder, foundress	
urugwajski	Uruguayan (attr)	
krach	crash, failure, collapse	Gsg: -u<br />financial and figurative
flet	flute	Gsg: -u<br />grać na flecie - to play the flute<br />flet prosty - recorder<br />flet poprzeczny - western concert flute<br />flet piccolo - piccolo
obejmować, objąć	to embrace, to hug, to grasp; to include, to contain, to encompass	-muję -mujesz, obejmę obejmiesz objął objęła obejmij<br />Cena nie obejmuje baterii - The price does not include batteries
genealogia	genealogy	Gsg: -ii
dawne czasy	former times	
strup, strupek	scab (on wound)	Gsg: -a, strupka
sługa	servant	Npl: słudzy
wózek	pram (perambulator), baby carriage; wheelchair	Gsg: wózka<br>wózek dziecięcy - pram<br />wózek inwalidzki - wheelchair
sprawować	to hold, to exercise (vi)	-wuję -wujesz<br />sprawować władzę - to be in authority<br />sprawować nadzór - to supervise<br />sprawować opiekę nad (+ instrumental) - to look after...<br />sprawować kontrolę - to exercise control
bierzmowanie, konfirmacja	confirmation (rel.)	bierzmowanie = Catholic sacrament of confirmation<br />konfirmacja = broader term that also includes Protestant and Jewish confirmation
samotny	solitary, lonely; single	
Albańczyk, Albanka	Albanian (person)	Npl of Albańczyk: Albańczycy
oblewać, oblać	to pour on, to drench; to fail (exam); to celebrate (with drink)	-am -asz, obleję -jesz oblej<br />oblać kogoś zimną wodą - to throw/pour cold water on somebody<br />oblać się potem - to break out in sweat
rozwiewać, rozwiać	to blow away, to scatter; to dispel (doubts); to ruin, to put an end to	-am -asz, rozwieję -wiejesz
ciężarówka, tir	lorry, truck	Gsg of tir: tira
kierownica	steering wheel	
siłownia	fitness club	Gsg: -i
współlokator, współlokatorka	roommate, flatmate	
oclenie	duty, tax, levy	podlegający ocleniu - subject to customs duty, dutiable<br />nie mieć nic do oclenia - to have nothing to declare
bezpodstawny	groundless, baseless, unfounded	
rozprzestrzeniać, rozprzestrzenić	to spread	-iam -iasz, -nię -nisz
godzić, pogodzić	to reconcile	"-dzę -dzisz godź/gódź<br />godzić kogoś z kimś - to reconcile somebody with someone<br />see also ""godzić się"""
feralny	unlucky, ill-fated	
tło	background	Gpl: teł
ukrywać, ukryć	to hide, to conceal	-am -asz, ukryję -jesz<br />ukrywać coś przed (+ instrumental) - to conceal something from...<br />nie ukrywam, że... - I'm not hiding that...
bukmacher	bookmaker	
czesać, uczesać	to comb, to brush	-szę -szesz<br />czesać się - to comb/brush one's hair
esej	essay	Gsg: -u
stromy	steep	
nieodpowiedzialny	irresponsible, unreliable	
